Algorithm,Benchmark,Benchmark_Base,Iterations,Vars,Locs,Edges,Atomic_Stmts,XCVA_Path,Log_Path
IMC_BTOR,production_cell.3.prop1-back-serstep.btor2,production_cell.3,4,1039,3,3,1276,fight_xcfa\btor2-xcfa\production_cell.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,production_cell.3.prop1-func-interl.btor2,production_cell.3,4,1039,3,3,1276,fight_xcfa\btor2-xcfa\production_cell.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,production_cell.5.prop1-back-serstep.btor2,production_cell.5,4,1249,3,3,1526,fight_xcfa\btor2-xcfa\production_cell.5.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,production_cell.5.prop1-func-interl.btor2,production_cell.5,4,1249,3,3,1526,fight_xcfa\btor2-xcfa\production_cell.5.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,production_cell.6.prop1-back-serstep.btor2,production_cell.6,4,1459,3,3,1776,fight_xcfa\btor2-xcfa\production_cell.6.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,production_cell.6.prop1-func-interl.btor2,production_cell.6,4,1459,3,3,1776,fight_xcfa\btor2-xcfa\production_cell.6.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,protocols.1.prop1-back-serstep.btor2,protocols.1,4,324,3,3,420,fight_xcfa\btor2-xcfa\protocols.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,protocols.1.prop1-func-interl.btor2,protocols.1,4,324,3,3,420,fight_xcfa\btor2-xcfa\protocols.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,protocols.2.prop1-back-serstep.btor2,protocols.2,4,367,3,3,474,fight_xcfa\btor2-xcfa\protocols.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,protocols.2.prop1-func-interl.btor2,protocols.2,4,367,3,3,474,fight_xcfa\btor2-xcfa\protocols.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,protocols.5.prop1-back-serstep.btor2,protocols.5,4,459,3,3,581,fight_xcfa\btor2-xcfa\protocols.5.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,resistance.1.prop1-back-serstep.btor2,resistance.1,4,476,3,3,582,fight_xcfa\btor2-xcfa\resistance.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,resistance.1.prop1-func-interl.btor2,resistance.1,4,476,3,3,582,fight_xcfa\btor2-xcfa\resistance.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,resistance.1.prop2-back-serstep.btor2,resistance.1,4,476,3,3,582,fight_xcfa\btor2-xcfa\resistance.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,resistance.1.prop2-func-interl.btor2,resistance.1,4,476,3,3,582,fight_xcfa\btor2-xcfa\resistance.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,resistance.1.prop3-func-interl.btor2,resistance.1,4,476,3,3,582,fight_xcfa\btor2-xcfa\resistance.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,resistance.2.prop1-back-serstep.btor2,resistance.2,4,589,3,3,714,fight_xcfa\btor2-xcfa\resistance.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,resistance.2.prop1-func-interl.btor2,resistance.2,4,589,3,3,714,fight_xcfa\btor2-xcfa\resistance.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,resistance.2.prop2-func-interl.btor2,resistance.2,4,589,3,3,714,fight_xcfa\btor2-xcfa\resistance.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,resistance.2.prop3-func-interl.btor2,resistance.2,4,589,3,3,714,fight_xcfa\btor2-xcfa\resistance.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,schedule_world.1.prop1-func-interl.btor2,schedule_world.1,4,520,3,3,640,fight_xcfa\btor2-xcfa\schedule_world.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,schedule_world.2.prop1-back-serstep.btor2,schedule_world.2,4,727,3,3,883,fight_xcfa\btor2-xcfa\schedule_world.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,schedule_world.2.prop1-func-interl.btor2,schedule_world.2,4,727,3,3,883,fight_xcfa\btor2-xcfa\schedule_world.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,schedule_world.3.prop1-back-serstep.btor2,schedule_world.3,4,934,3,3,1126,fight_xcfa\btor2-xcfa\schedule_world.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,schedule_world.3.prop1-func-interl.btor2,schedule_world.3,4,934,3,3,1126,fight_xcfa\btor2-xcfa\schedule_world.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,count2.btor2,count2,4,3,3,3,8,fight_xcfa\btor2-xcfa\count2.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,count4.btor2,count4,4,3,3,3,8,fight_xcfa\btor2-xcfa\count4.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,twocount2.btor2,twocount2,4,10,3,3,22,fight_xcfa\btor2-xcfa\twocount2.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,twocount32.btor2,twocount32,4,10,3,3,22,fight_xcfa\btor2-xcfa\twocount32.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,Huffman_dec.btor2,Huffman_dec,4,193,3,3,285,fight_xcfa\btor2-xcfa\Huffman_dec.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,Huffman_enc.btor2,Huffman_enc,4,103,3,3,115,fight_xcfa\btor2-xcfa\Huffman_enc.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,stack-p1.btor2,stack-p1,4,802,3,3,835,fight_xcfa\btor2-xcfa\stack-p1.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_BTOR,stack-p2.btor2,stack-p2,4,735,3,3,768,fight_xcfa\btor2-xcfa\stack-p2.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-imc.adding.1.prop1-back-serstep.yml.log
IMC_C,lup.1.prop1-func-interl.c,lup.1,9,2442,5,4,5702,fight_xcfa\c-xcfa\lup.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\c-algos.2025-12-07_02-30-26.logfiles\c-imc.adding.1.prop1-back-serstep.yml.log
IMC_C,production_cell.1.prop1-func-interl.c,production_cell.1,9,1993,5,4,4785,fight_xcfa\c-xcfa\production_cell.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\c-algos.2025-12-07_02-30-26.logfiles\c-imc.adding.1.prop1-back-serstep.yml.log
IMC_C,resistance.1.prop1-func-interl.c,resistance.1,9,1285,5,4,3149,fight_xcfa\c-xcfa\resistance.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\c-algos.2025-12-07_02-30-26.logfiles\c-imc.adding.1.prop1-back-serstep.yml.log
IMC_C,resistance.1.prop2-func-interl.c,resistance.1,9,1285,5,4,3149,fight_xcfa\c-xcfa\resistance.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\c-algos.2025-12-07_02-30-26.logfiles\c-imc.adding.1.prop1-back-serstep.yml.log
IMC_C,resistance.1.prop3-func-interl.c,resistance.1,9,1285,5,4,3149,fight_xcfa\c-xcfa\resistance.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\c-algos.2025-12-07_02-30-26.logfiles\c-imc.adding.1.prop1-back-serstep.yml.log
IMC_C,resistance.2.prop2-func-interl.c,resistance.2,9,1586,5,4,3887,fight_xcfa\c-xcfa\resistance.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\c-algos.2025-12-07_02-30-26.logfiles\c-imc.adding.1.prop1-back-serstep.yml.log
IMC_C,resistance.2.prop3-func-interl.c,resistance.2,9,1586,5,4,3887,fight_xcfa\c-xcfa\resistance.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\c-algos.2025-12-07_02-30-26.logfiles\c-imc.adding.1.prop1-back-serstep.yml.log
IMC_C,count2.c,count2,9,11,5,4,30,fight_xcfa\c-xcfa\count2.yml\xcfa.json,opt_algos_logfiles\c-algos.2025-12-07_02-30-26.logfiles\c-imc.adding.1.prop1-back-serstep.yml.log
IMC_C,count4.c,count4,9,11,5,4,30,fight_xcfa\c-xcfa\count4.yml\xcfa.json,opt_algos_logfiles\c-algos.2025-12-07_02-30-26.logfiles\c-imc.adding.1.prop1-back-serstep.yml.log
IMC_C,twocount2.c,twocount2,9,30,5,4,82,fight_xcfa\c-xcfa\twocount2.yml\xcfa.json,opt_algos_logfiles\c-algos.2025-12-07_02-30-26.logfiles\c-imc.adding.1.prop1-back-serstep.yml.log
IMC_C,twocount32.c,twocount32,9,28,5,4,74,fight_xcfa\c-xcfa\twocount32.yml\xcfa.json,opt_algos_logfiles\c-algos.2025-12-07_02-30-26.logfiles\c-imc.adding.1.prop1-back-serstep.yml.log
IMC_C,Huffman_dec.c,Huffman_dec,9,448,5,4,990,fight_xcfa\c-xcfa\Huffman_dec.yml\xcfa.json,opt_algos_logfiles\c-algos.2025-12-07_02-30-26.logfiles\c-imc.adding.1.prop1-back-serstep.yml.log
IMC_C,Huffman_enc.c,Huffman_enc,9,240,5,4,516,fight_xcfa\c-xcfa\Huffman_enc.yml\xcfa.json,opt_algos_logfiles\c-algos.2025-12-07_02-30-26.logfiles\c-imc.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,adding.1.prop1-back-serstep.btor2,adding.1,8,138,3,3,178,fight_xcfa\btor2-xcfa\adding.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,anderson.1.prop1-back-serstep.btor2,anderson.1,8,287,3,3,353,fight_xcfa\btor2-xcfa\anderson.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,anderson.3.prop1-back-serstep.btor2,anderson.3,8,450,3,3,545,fight_xcfa\btor2-xcfa\anderson.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,bakery.2.prop1-back-serstep.btor2,bakery.2,8,367,3,3,449,fight_xcfa\btor2-xcfa\bakery.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,driving_phils.1.prop1-back-serstep.btor2,driving_phils.1,8,934,3,3,1091,fight_xcfa\btor2-xcfa\driving_phils.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,driving_phils.1.prop1-func-interl.btor2,driving_phils.1,8,934,3,3,1091,fight_xcfa\btor2-xcfa\driving_phils.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,driving_phils.2.prop1-back-serstep.btor2,driving_phils.2,8,974,3,3,1162,fight_xcfa\btor2-xcfa\driving_phils.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,driving_phils.2.prop1-func-interl.btor2,driving_phils.2,8,974,3,3,1162,fight_xcfa\btor2-xcfa\driving_phils.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,driving_phils.3.prop1-back-serstep.btor2,driving_phils.3,8,1270,3,3,1472,fight_xcfa\btor2-xcfa\driving_phils.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,driving_phils.3.prop1-func-interl.btor2,driving_phils.3,8,1270,3,3,1472,fight_xcfa\btor2-xcfa\driving_phils.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,driving_phils.4.prop1-back-serstep.btor2,driving_phils.4,8,1410,3,3,1645,fight_xcfa\btor2-xcfa\driving_phils.4.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,driving_phils.4.prop1-func-interl.btor2,driving_phils.4,8,1410,3,3,1645,fight_xcfa\btor2-xcfa\driving_phils.4.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,driving_phils.5.prop1-back-serstep.btor2,driving_phils.5,8,1214,3,3,1439,fight_xcfa\btor2-xcfa\driving_phils.5.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,driving_phils.5.prop1-func-interl.btor2,driving_phils.5,8,1214,3,3,1439,fight_xcfa\btor2-xcfa\driving_phils.5.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,krebs.1.prop1-func-interl.btor2,krebs.1,8,417,3,3,518,fight_xcfa\btor2-xcfa\krebs.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,lup.1.prop1-func-interl.btor2,lup.1,8,912,3,3,1043,fight_xcfa\btor2-xcfa\lup.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,lup.2.prop1-func-interl.btor2,lup.2,8,1894,3,3,2145,fight_xcfa\btor2-xcfa\lup.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,lup.3.prop1-func-interl.btor2,lup.3,8,2147,3,3,2428,fight_xcfa\btor2-xcfa\lup.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,lup.4.prop1-func-interl.btor2,lup.4,8,2403,3,3,2714,fight_xcfa\btor2-xcfa\lup.4.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,peterson.3.prop1-back-serstep.btor2,peterson.3,8,481,3,3,599,fight_xcfa\btor2-xcfa\peterson.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,production_cell.1.prop1-back-serstep.btor2,production_cell.1,8,724,3,3,901,fight_xcfa\btor2-xcfa\production_cell.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,production_cell.1.prop1-func-interl.btor2,production_cell.1,8,724,3,3,901,fight_xcfa\btor2-xcfa\production_cell.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,production_cell.3.prop1-back-serstep.btor2,production_cell.3,8,1039,3,3,1276,fight_xcfa\btor2-xcfa\production_cell.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,production_cell.3.prop1-func-interl.btor2,production_cell.3,8,1039,3,3,1276,fight_xcfa\btor2-xcfa\production_cell.3.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,production_cell.5.prop1-back-serstep.btor2,production_cell.5,8,1249,3,3,1526,fight_xcfa\btor2-xcfa\production_cell.5.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,production_cell.5.prop1-func-interl.btor2,production_cell.5,8,1249,3,3,1526,fight_xcfa\btor2-xcfa\production_cell.5.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,production_cell.6.prop1-back-serstep.btor2,production_cell.6,8,1459,3,3,1776,fight_xcfa\btor2-xcfa\production_cell.6.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,production_cell.6.prop1-func-interl.btor2,production_cell.6,8,1459,3,3,1776,fight_xcfa\btor2-xcfa\production_cell.6.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,protocols.1.prop1-back-serstep.btor2,protocols.1,8,324,3,3,420,fight_xcfa\btor2-xcfa\protocols.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,protocols.1.prop1-func-interl.btor2,protocols.1,8,324,3,3,420,fight_xcfa\btor2-xcfa\protocols.1.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
KIND_BTOR,protocols.2.prop1-back-serstep.btor2,protocols.2,8,367,3,3,474,fight_xcfa\btor2-xcfa\protocols.2.prop1-back-serstep.yml\xcfa.json,opt_algos_logfiles\btor2-algos-opt.2025-12-07_02-16-12.logfiles\btor2-kind.adding.1.prop1-back-serstep.yml.log
